Email Campaign Report
"Title:","BEAM BLAST Eng/Earth Week 7 Winter '22"
"Subject Line:","The BEAM Blast: A Careers Newsletter, Winter, Week 7"
"Delivery Date/Time:","Sun, Feb 13, 2022 7:00 pm"

"Overall Stats"
"Total Recipients:","3,488"
"Successful Deliveries:","3,481"
"Bounces:","7 (0.2%)"
"Times Forwarded:","0"
"Forwarded Opens:","0"
"Recipients Who Opened:","1,515 (43.5%)"
"Total Opens:","2,316"
"Last Open Date:","4/12/22 1:05AM"
"Recipients Who Clicked:","64 (1.8%)"
"Total Clicks:","127"
"Last Click Date:","3/1/22 3:42PM"
"Total Unsubs:","1"
"Total Abuse Complaints:","0"
"Times Liked on Facebook:","0"

"Clicks by URL"
"URL","Total Clicks","Unique Clicks"
"https://online.flippingbook.com/view/752333437/32/","13","13"
"https://stanford.joinhandshake.com/postings?ajax=true&query=&category=UniversityPostings&page=1&per_page=25&sort_direction=asc&sort_column=default&followed_only=false&qualified_only=&core_schools_only=false&including_all_facets_in_searches=true&job.industries%5B%5D=1034&school_years%5B%5D=4&school_years%5B%5D=5&school_years%5B%5D=2&school_years%5B%5D=3&status%5B%5D=approved","9","7"
"https://stanford.joinhandshake.com/postings?ajax=true&query=&category=UniversityPostings&page=1&per_page=25&sort_direction=asc&sort_column=default&followed_only=false&qualified_only=&core_schools_only=false&including_all_facets_in_searches=true&job.industries%5B%5D=1062&school_years%5B%5D=4&school_years%5B%5D=5&school_years%5B%5D=2&school_years%5B%5D=3&status%5B%5D=approved","9","8"
"https://stanford.joinhandshake.com/postings?ajax=true&query=%22environmental+policy%22&category=UniversityPostings&page=1&per_page=25&sort_direction=asc&sort_column=default&followed_only=false&qualified_only=&core_schools_only=false&including_all_facets_in_searches=true&job_type_names%5B%5D=Job&job_type_names%5B%5D=Internship&job_type_names%5B%5D=Fellowship&school_years%5B%5D=4&school_years%5B%5D=5&school_years%5B%5D=3&school_years%5B%5D=2","9","3"
"https://www.awis.org/scholarships/","6","6"
"https://app.joinhandshake.com/stu/career_fairs/29197?ref=events-search","6","4"
"https://stanford.joinhandshake.com/stu/events/962675","6","5"
"https://beam.stanford.edu/catalysts/accomodations-hiring","4","4"
"https://stanford.joinhandshake.com/stu/events/922543","4","3"
"https://docs.google.com/forms/d/e/1FAIpQLSdh4HPvRTiBLKqHlPYCy0QyiDOXEvyEssR2YZBhngrY8DeRwA/viewform","4","3"
"https://stanford.joinhandshake.com/postings?ajax=true&query=&category=UniversityPostings&page=1&per_page=25&sort_direction=asc&sort_column=default&followed_only=false&qualified_only=&core_schools_only=false&including_all_facets_in_searches=true&job.industries%5B%5D=1065&school_years%5B%5D=4&school_years%5B%5D=5&school_years%5B%5D=2&school_years%5B%5D=3&status%5B%5D=approved","3","3"
"https://revealnews.org/job-opportunities/summer-2022-internship/","3","3"
"https://stanford.joinhandshake.com/postings?ajax=true&query=&category=UniversityPostings&page=1&per_page=25&sort_direction=asc&sort_column=default&followed_only=false&qualified_only=&core_schools_only=false&including_all_facets_in_searches=true&job.industries%5B%5D=1021&school_years%5B%5D=4&school_years%5B%5D=5&school_years%5B%5D=2&school_years%5B%5D=3&status%5B%5D=approved","3","3"
"https://stanford.joinhandshake.com/postings?ajax=true&query=&category=UniversityPostings&page=1&per_page=25&sort_direction=asc&sort_column=default&followed_only=false&qualified_only=&core_schools_only=false&including_all_facets_in_searches=true&job.industries%5B%5D=1056&school_years%5B%5D=4&school_years%5B%5D=5&school_years%5B%5D=2&school_years%5B%5D=3&status%5B%5D=approved","3","3"
"https://beam.stanford.edu/make-an-appointment","3","3"
"https://advising.stanford.edu/current-students/winter-warm-up","3","2"
"https://stanford.joinhandshake.com/postings?page=1&per_page=25&sort_direction=asc&sort_column=default&status%5B%5D=approved&ajax=true&query=%22Product%20management%22&category=UniversityPostings&followed_only=false&core_schools_only=false&including_all_facets_in_searches=true&job_type_names%5B%5D=Job&job_type_names%5B%5D=Internship&job_type_names%5B%5D=Fellowship&school_years%5B%5D=4&school_years%5B%5D=3&school_years%5B%5D=5&school_years%5B%5D=2","3","3"
"https://stanford.joinhandshake.com/postings?page=1&per_page=25&sort_direction=asc&sort_column=default&status%5B%5D=approved&ajax=true&category=UniversityPostings&followed_only=false&core_schools_only=false&including_all_facets_in_searches=true&job_type_names%5B%5D=On%20Campus%20Student%20Employment&school_years%5B%5D=2&school_years%5B%5D=3&school_years%5B%5D=4&school_years%5B%5D=5","2","2"
"https://stanford.joinhandshake.com/stu/events/958912","2","2"
"https://stanford.joinhandshake.com/postings?ajax=true&query=&category=UniversityPostings&page=1&per_page=25&sort_direction=asc&sort_column=default&followed_only=false&qualified_only=&core_schools_only=false&including_all_facets_in_searches=true&job.industries%5B%5D=899&school_years%5B%5D=4&school_years%5B%5D=5&school_years%5B%5D=2&school_years%5B%5D=3&status%5B%5D=approved","2","1"
"https://stanford.joinhandshake.com/postings?ajax=true&query=&category=UniversityPostings&page=1&per_page=25&sort_direction=asc&sort_column=default&followed_only=false&qualified_only=&core_schools_only=false&including_all_facets_in_searches=true&job.industries%5B%5D=882&school_years%5B%5D=4&school_years%5B%5D=5&school_years%5B%5D=2&school_years%5B%5D=3&status%5B%5D=approved","2","2"
"https://stanford.joinhandshake.com/stu/events/962268","2","2"
"https://stanford.joinhandshake.com/stu/events/971171","2","1"
"http://beam.stanford.edu","2","2"
"http://breakthroughsv.org/beateachingfellow","2","2"
"https://stanford.joinhandshake.com/events?page=1&per_page=25&sort_direction=desc&sort_column=relevancy&is_posted_by_my_school=true&start_date=2021-09-28&end_date=2021-09-30","2","2"
"https://beam.stanford.edu","2","2"
"https://beam.stanford.edu/resources/flex-quarter-opportunities","2","2"
"https://stanford.joinhandshake.com/stu/jobs/5876810","2","1"
"https://stanford.joinhandshake.com/postings","2","2"
